"","hgnc_symbol","entrezgene"
"14951","DGAT2L6",347516
"14952","SUSD3",203328
"14953","PNMA3",29944
"14954","UQCRHL",440567
"14955","TMUB1",83590
"14956","SPDYE3",441272
"14957","PTCRA",171558
"14958","USP18",11274
"14959","UBE2D2",7322
"14960","DMKN",93099
"14961","VPS72",6944
"14962","PSMA7",5688
"14963","STRIP2",57464
"14964","NLGN4X",57502
"14965","NBPF14",25832
"14966","IGFALS",3483
"14967","CD1E",913
"14968","KIF2C",11004
"14969","C1orf105",92346
"14970","MAMDC4",158056
"14971","ADSS",159
"14972","DTNBP1",84062
"14973","STAG3L3",378108
"14974","GCSH",2653
"14975","LRRC8E",80131
"14976","ZNF565",147929
"14977","ZNF491",126069
"14978","CWF19L1",55280
"14979","ADGRG7",84873
"14980","GPR158-AS1",100128811
"14981","ASPSCR1",79058
"14982","ZNF252P-AS1",286103
"14983","RACGAP1",29127
"14984","DPH7",92715
"14985","C9orf40",55071
"14986","MYO18A",399687
"14987","OR8B8",26493
"14988","LARGE1",9215
"14989","GLT8D2",83468
"14990","LINC00574",80069
"14991","TEX261",113419
"14992","DEFB1",1672
"14993","HOXA1",3198
"14994","SIRT1",23411
"14995","PLG",5340
"14996","C8A",731
"14997","SFRP5",6425
"14998","RPL5",6125
"14999","FBXO7",25793
"15000","RALGPS1",9649
"15001","CDH18",1016
"15002","SNAP47",116841
"15003","RPN2",6185
"15004","STON1-GTF2A1L",286749
"15005","FAM149A",25854
"15006","C10orf105",414152
"15007","PPM1J",333926
"15008","CPA6",57094
"15009","WDR72",256764
"15010","USP32",84669
"15011","FRMD1",79981
"15012","SPATA20",64847
"15013","CCL3L1",414062
"15014","TMEM243",79161
"15015","TRIM66",9866
"15016","QKI",9444
"15017","BCLAF1",9774
"15018","KLHL36",79786
"15019","ERICH6B",220081
"15020","MYH6",4624
"15021","C1orf146",388649
"15022","PREP",5550
"15023","ARF3",377
"15024","GSTCD",79807
"15025","NFS1",9054
"15026","WASH5P",375690
"15027","C3orf67",200844
"15028","ZNF84",7637
"15029","NHLH2",4808
"15030","KRT40",125115
"15031","GFRAL",389400
"15032","CLTB",1212
"15033","CYP2B6",1555
"15034","LYPD1",116372
"15035","AGO4",192670
"15036","SLC19A1",6573
"15037","SLC3A2",6520
"15038","LIPM",340654
"15039","TIMELESS",8914
"15040","IFNA8",3445
"15041","JAGN1",84522
"15042","HIST1H3A",8350
"15043","C11orf21",29125
"15044","TRPM2",7226
"15045","IDS",3423
"15046","KAZALD1",81621
"15047","CHMP2B",25978
"15048","CPA1",1357
"15049","CNOT11",55571
"15050","TPP2",7174
"15051","C3orf58",205428
"15052","INIP",58493
"15053","CLUL1",27098
"15054","UBXN7",26043
"15055","BOLA2B",552900
"15056","SYT13",57586
"15057","FBRSL1",57666
"15058","POM121L2",94026
"15059","HOXB8",3218
"15060","CARD19",84270
"15061","CMIP",80790
"15062","ANGPT1",284
"15063","EDEM3",80267
"15064","NEU4",129807
"15065","TMEM256-PLSCR3",57048
"15066","IFNA1",3439
"15067","RLF",6018
"15068","HIST1H2BJ",8970
"15069","CHRM3",1131
"15070","PSEN2",5664
"15071","OFD1P6Y",425057
"15072","GTF2E1",2960
"15073","SLC35E2",9906
"15074","DGKB",1607
"15075","CACNG2",10369
"15076","TMEM179B",374395
"15077","S100A3",6274
"15078","NR2E3",10002
"15079","NIP7",51388
"15080","ACSM6",142827
"15081","B3GNT8",374907
"15082","CD93",22918
"15083","CRB1",23418
"15084","OR9Q2",219957
"15085","PLA2G4E",123745
"15086","RSU1",6251
"15087","CAPG",822
"15088","IFNGR2",3460
"15089","CCDC149",91050
"15090","RPL22",6146
"15091","C1orf52",148423
"15092","C22orf39",128977
"15093","PCDH1",5097
"15094","HNRNPAB",3182
"15095","IQCH",64799
"15096","CIB3",117286
"15097","UBE3A",7337
"15098","ILF3",3609
"15099","OR6C1",390321
"15100","LIMCH1",22998
"15101","MYOCD",93649
"15102","MRGPRG",386746
"15103","RNLS",55328
"15104","OGFRL1",79627
"15105","ZNF597",146434
"15106","OR51B4",79339
"15107","EVX1",2128
"15108","PYROXD2",84795
"15109","ZNF747",65988
"15110","TMPRSS11F",389208
"15111","SLC6A17",388662
"15112","NPAP1",23742
"15113","RTL1",388015
"15114","ANXA2",302
"15115","AMZ2P1",201283
"15116","SLC22A7",10864
"15117","MRPL10",124995
"15118","ANKRD50",57182
"15119","BMS1",9790
"15120","C16orf90",646174
"15121","CAMTA2",23125
"15122","LINC00494",284749
"15123","GUCA1B",2979
"15124","MC1R",4157
"15125","WASF1",8936
"15126","TIGD6",81789
"15127","SPHKAP",80309
"15128","TRIM54",57159
"15129","SASH1",23328
"15130","NUP210",23225
"15131","COG8",84342
"15132","PUS1",80324
"15133","ARFGAP1",55738
"15134","ETNK1",55500
"15135","ZIC2",7546
"15136","ZDHHC24",254359
"15137","FAM174B",400451
"15138","P2RX5",5026
"15139","PLPP4",196051
"15140","DNAJC5B",85479
"15141","LPAR5",57121
"15142","AQP3",360
"15143","FAM19A2",338811
"15144","HYI",81888
"15145","CHAF1B",8208
"15146","CALHM1",255022
"15147","DRICH1",51233
"15148","OR10J5",127385
"15149","EARS2",124454
"15150","TMPRSS11B",132724
"15151","TMEM61",199964
"15152","PDE6D",5147
"15153","PHF24",23349
"15154","THADA",63892
"15155","LIPT2",387787
"15156","OR6C3",254786
"15157","CPSF3",51692
"15158","TBC1D13",54662
"15159","EXOSC2",23404
"15160","PUM1",9698
"15161","TMEM213",155006
"15162","THTPA",79178
"15163","RFC2",5982
"15164","OR2AG1",144125
"15165","IFFO1",25900
"15166","KIAA2022",340533
"15167","ZBTB16",7704
"15168","C2CD4C",126567
"15169","OR51F1",256892
"15170","C2orf40",84417
"15171","ZNF559",84527
"15172","SETDB1",9869
"15173","CLPSL1",340204
"15174","TTTY21B",252953
"15175","TMEM176B",28959
"15176","FFAR1",2864
"15177","MFSD2B",388931
"15178","CEP131",22994
"15179","SSX5",6758
"15180","SOX17",64321
"15181","IGFBP4",3487
"15182","LMAN2L",81562
"15183","BCL2L15",440603
"15184","ACAP1",9744
"15185","MTCP1",4515
"15186","SLIT1",6585
"15187","LRP5",4041
"15188","C1orf162",128346
"15189","EEF1D",1936
"15190","PARP9",83666
"15191","BLNK",29760
"15192","PIGA",5277
"15193","TTC25",83538
"15194","CYP11B2",1585
"15195","PRR25",388199
"15196","HCRTR2",3062
"15197","MRPL16",54948
"15198","SEZ6L",23544
"15199","DCAF16",54876
"15200","KDM6B",23135
"15201","NF1",4763
"15202","KCTD11",147040
"15203","SLC38A6",145389
"15204","ATP4A",495
"15205","CEP97",79598
"15206","UQCRFS1",7386
"15207","INSL3",3640
"15208","SOX14",8403
"15209","PCDH20",64881
"15210","VOPP1",81552
"15211","CYP20A1",57404
"15212","ACTL9",284382
"15213","ROPN1B",152015
"15214","KRT84",3890
"15215","RTP3",83597
"15216","AADACP1",201651
"15217","LDHA",3939
"15218","PRR5L",79899
"15219","TSNAX",7257
"15220","PAN2",9924
"15221","CSPG5",10675
"15222","MVB12A",93343
"15223","MAP4K4",9448
"15224","POLR3K",51728
"15225","",64881
"15226","FOXK2",3607
"15227","LAMA3",3909
"15228","",100294720
"15229","THEG",51298
"15230","RNF43",54894
"15231","RBPJ",3516
"15232","TEFM",79736
"15233","MMP8",4317
"15234","TUBA8",51807
"15235","SMC1A",8243
"15236","MKLN1",4289
"15237","CDH2",1000
"15238","UBE2Q1",55585
"15239","SUCNR1",56670
"15240","SENP8",123228
"15241","GSTM3",2947
"15242","ARRDC3",57561
"15243","FYN",2534
"15244","TPGS1",91978
"15245","ODF3L2",284451
"15246","CDH11",1009
"15247","PYCR1",5831
"15248","LCE3A",353142
"15249","TNFRSF6B",8771
"15250","NCF2",4688
"15251","TASP1",55617
"15252","DPY19L3",147991
"15253","MRAP",56246
"15254","MRM3",55178
"15255","SLC35C2",51006
"15256","ABCG2",9429
"15257","IMMP1L",196294
"15258","HACD2",201562
"15259","CSMD3",114788
"15260","TMEM182",130827
"15261","ADM2",79924
"15262","CARD16",114769
"15263","IFT80",57560
"15264","NAT14",57106
"15265","MXRA5",25878
"15266","LCE1E",353135
"15267","DBN1",1627
"15268","IWS1",55677
"15269","GRIN2A",2903
"15270","PUS10",150962
"15271","CST5",1473
"15272","MS4A7",58475
"15273","LEFTY2",7044
"15274","SFTPA1",653509
"15275","PITX3",5309
"15276","LHFPL3-AS2",723809
"15277","SDCCAG8",10806
"15278","TMEM59",9528
"15279","CATSPER2P1",440278
"15280","SLIT3",6586
"15281","PPP1R14C",81706
"15282","KIF1B",23095
"15283","NEDD4",4734
"15284","SIAH2",6478
"15285","SESN1",27244
"15286","SLC39A4",55630
"15287","RASGRF1",5923
"15288","WDR34",89891
"15289","CCNC",892
"15290","STK32B",55351
"15291","RABL6",55684
"15292","CYP7A1",1581
"15293","PLCG2",5336
"15294","RPE65",6121
"15295","LCE1F",353137
"15296","",8209
"15297","FPGS",2356
"15298","SNX11",29916
"15299","C17orf80",55028
"15300","PPM1G",5496
"15301","LHFPL3",375612
"15302","RNF128",79589
"15303","ABHD3",171586
"15304","CYP2C9",1559
"15305","RBM4B",83759
"15306","RAB8A",4218
"15307","FAM71E2",284418
"15308","SCN1B",6324
"15309","SRD5A3",79644
"15310","MT1F",4494
"15311","RYR3",6263
"15312","SELENOH",280636
"15313","REG1A",5967
"15314","CEACAM6",4680
"15315","TBK1",29110
"15316","POLR2K",5440
"15317","PLAU",5328
"15318","SPACA3",124912
"15319","MAML1",9794
"15320","TPRG1",285386
"15321","EIF5A2",56648
"15322","IQCG",84223
"15323","H2BFWT",158983
"15324","LRRC61",65999
"15325","FER",2241
"15326","KIF5B",3799
"15327","TMEM217",221468
"15328","ZYG11B",79699
"15329","INSL4",3641
"15330","OXER1",165140
"15331","",256880
"15332","DPYS",1807
"15333","ACSM4",341392
"15334","CACNG5",27091
"15335","FGFBP1",9982
"15336","RAG1",5896
"15337","COX11",1353
"15338","OPN3",23596
"15339","SLC19A3",80704
"15340","FOXB2",442425
"15341","SMAP2",64744
"15342","PTP4A2",8073
"15343","FLCN",201163
"15344","GLYATL1",92292
"15345","TBX4",9496
"15346","VTCN1",79679
"15347","IL16",3603
"15348","LINGO1",84894
"15349","ST6GAL1",6480
"15350","UBR4",23352
"15351","BTF3L4",91408
"15352","MINPP1",9562
"15353","PA2G4",5036
"15354","TPO",7173
"15355","HFE2",148738
"15356","CALML3",810
"15357","FLYWCH1",84256
"15358","PAQR4",124222
"15359","SMTNL2",342527
"15360","ZFP90",146198
"15361","ARHGEF19",128272
"15362","MC4R",4160
"15363","TMEM154",201799
"15364","TCIRG1",10312
"15365","PRR5-ARHGAP8",553158
"15366","ELMO2",63916
"15367","UBE2E3",10477
"15368","C9orf129",445577
"15369","SLC7A2",6542
"15370","UBTD1",80019
"15371","SOX9",6662
"15372","NOXO1",124056
"15373","KDM5B",10765
"15374","EIF2S2",8894
"15375","RCL1",10171
"15376","NUDT7",283927
"15377","AKR1C8P",340811
"15378","GLI4",2738
"15379","HCRTR1",3061
"15380","BZW2",28969
"15381","TSPY9P",728395
"15382","MPEG1",219972
"15383","MTMR2",8898
"15384","SLC25A24",29957
"15385","NLGN3",54413
"15386","SPAG17",200162
"15387","ADCY6",112
"15388","C1orf186",440712
"15389","LMAN1L",79748
"15390","EPB41L4B",54566
"15391","LRRC8C",84230
"15392","IL7R",3575
"15393","CLDN1",9076
"15394","RS1",6247
"15395","TRPA1",8989
"15396","CDK19",23097
"15397","EMCN",51705
"15398","EBF3",253738
"15399","RBM18",92400
"15400","CDH23",64072
"15401","TMEM132D",121256
"15402","TP53",7157
"15403","EBAG9",9166
"15404","AMACR",23600
"15405","COPS2",9318
"15406","TEX101",83639
"15407","TNS4",84951
"15408","RHCG",51458
"15409","IGFBP6",3489
"15410","C1orf131",128061
"15411","TSLP",85480
"15412","GCLC",2729
"15413","KATNAL2",83473
"15414","EWSR1",2130
"15415","TPSD1",23430
"15416","CSF1R",1436
"15417","MYPOP",339344
"15418","GSTA2",2939
"15419","PHF14",9678
"15420","MTA2",9219
"15421","ITGB3BP",23421
"15422","LRRC46",90506
"15423","FAM86JP",100125556
"15424","L3MBTL3",84456
"15425","FANCA",2175
"15426","GNS",2799
"15427","KDELC2",143888
"15428","COL27A1",85301
"15429","OR8B3",390271
"15430","ATXN2L",11273
"15431","LETM2",137994
"15432","ALG1L",200810
"15433","TLL2",7093
"15434","ZNF469",84627
"15435","OR52E8",390079
"15436","PTPRO",5800
"15437","MED12L",116931
"15438","KLHDC8A",55220
"15439","PNMT",5409
"15440","RUNDC3B",154661
"15441","MUC13",56667
"15442","TXLNB",167838
"15443","NEK11",79858
"15444","SERGEF",26297
"15445","MRPS17",51373
"15446","ZNF710",374655
"15447","PRDM11",56981
"15448","CDK17",5128
"15449","GPAT3",84803
"15450","KRT18",3875
"15451","OR52N1",79473
"15452","HMMR",3161
"15453","TDRD1",56165
"15454","C10orf71",118461
"15455","MTNR1A",4543
"15456","PNMAL2",57469
"15457","PPP1R9A",55607
"15458","CACNG4",27092
"15459","RAB28",9364
"15460","SMCO1",255798
"15461","ANKRD27",84079
"15462","ZWINT",11130
"15463","SNX12",29934
"15464","SNX30",401548
"15465","HIST1H2AA",221613
"15466","STT3A",3703
"15467","ITGBL1",9358
"15468","BCORL1",63035
"15469","C6orf132",647024
"15470","CCDC85B",11007
"15471","ANKRD28",23243
"15472","ADRA1D",146
"15473","AICDA",57379
"15474","OR7G1",125962
"15475","OR51M1",390059
"15476","RAB6C",84084
"15477","DPT",1805
"15478","ADGRD1",283383
"15479","STARD8",9754
"15480","DTD2",112487
"15481","OGFR",11054
"15482","HYAL1",3373
"15483","WDR7",23335
"15484","MT1A",4489
"15485","VWA9",81556
"15486","PRSS16",10279
"15487","TEX37",200523
"15488","SGSM1",129049
"15489","SLC6A12",6539
"15490","NOVA1",4857
"15491","TKT",7086
"15492","ALX1",8092
"15493","TMPRSS13",84000
"15494","SUN1",23353
"15495","IL22",50616
"15496","SLC16A12",387700
"15497","CLASP2",23122
"15498","ANKAR",150709
"15499","TRAK1",22906
"15500","RBP7",116362
"15501","HRCT1",646962
"15502","COPS5",10987
"15503","OR10K1",391109
"15504","SPNS3",201305
"15505","CYS1",192668
"15506","KDM8",79831
"15507","EPS15",2060
"15508","IL37",27178
"15509","VCY",9084
"15510","UTP14A",10813
"15511","PCED1A",64773
"15512","LRRC34",151827
"15513","NAA38",84316
"15514","RC3H1",149041
"15515","RCOR2",283248
"15516","RGL3",57139
"15517","ARFIP1",27236
"15518","KDM7A",80853
"15519","NPHP3-AS1",348808
"15520","KLHL1",57626
"15521","ANKHD1-EIF4EBP3",404734
"15522","ABHD12B",145447
"15523","ARMC12",221481
"15524","EXOC6B",23233
"15525","OSGEPL1",64172
"15526","BPIFA4P",317716
"15527","PNP",4860
"15528","NKIRAS2",28511
"15529","MRPS14",63931
"15530","STAU1",6780
"15531","C22orf42",150297
"15532","ZNF750",79755
"15533","CALM1",801
"15534","CALM1",805
"15535","CALM1",808
"15536","ERG",2078
"15537","DDO",8528
"15538","SLC38A5",92745
"15539","MOS",4342
"15540","MPST",4357
"15541","GRIK2",2898
"15542","TAX1BP1",8887
"15543","SCLT1",132320
"15544","KNSTRN",90417
"15545","THEMIS2",9473
"15546","ZNF317",57693
"15547","OR4M2",390538
"15548","PRKCA",5578
"15549","STYX",6815
"15550","GUCY2C",2984
"15551","SLC4A7",9497
"15552","SSPN",8082
"15553","TERF2IP",54386
"15554","NOL6",65083
"15555","KCTD18",130535
"15556","ZNF608",57507
"15557","MIRLET7BHG",400931
"15558","MRPS34",65993
"15559","RSPH10B2",728194
"15560","RNU11",26824
"15561","TMIE",259236
"15562","ADAMTS1",9510
"15563","WDR59",79726
"15564","SNORD15A",6079
"15565","NEGR1",257194
"15566","ZNF768",79724
"15567","SNORD116-12",100033424
"15568","POPDC2",64091
"15569","GPATCH11",253635
"15570","SNORD15B",114599
"15571","ZNF503",84858
"15572","SYT8",90019
"15573","FAM49A",81553
"15574","CSTB",1476
"15575","LINC00923",91948
"15576","SNORA5C",677796
"15577","MYBPC1",4604
"15578","SLC22A14",9389
"15579","NPC1L1",29881
"15580","CDR2L",30850
"15581","LHX5",64211
"15582","PLPPR1",54886
"15583","CACNA1H",8912
"15584","PRMT2",3275
"15585","LYST",1130
"15586","FAF1",11124
"15587","LRRIQ1",84125
"15588","SLC27A6",28965
"15589","SNORD22",9304
"15590","NOL4",8715
"15591","NTNG2",84628
"15592","SNORD70",692110
"15593","GAGE13",645051
"15594","HPS3",84343
"15595","AACS",65985
"15596","RPLP0",6175
"15597","SLN",6588
"15598","FAM175A",84142
"15599","CKMT1B",1159
"15600","TMEM248",55069
"15601","ORM2",5005
"15602","CDIPT-AS1",440356
"15603","CCNY",219771
"15604","PRMT8",56341
"15605","NTHL1",4913
"15606","ARL6IP1",23204
"15607","NDUFC1",4717
"15608","DIP2C",22982
"15609","SOWAHD",347454
"15610","ARMC4",55130
"15611","PLEKHJ1",55111
"15612","",401463
"15613","EID1",23741
"15614","ITGB7",3695
"15615","PDE4A",5141
"15616","ZC3H12D",340152
"15617","TNFSF4",7292
"15618","SNORD115-30",100033804
"15619","DEFA4",1669
"15620","NDUFS8",4728
"15621","TRAPPC1",58485
"15622","MAGEC3",139081
"15623","ARAP3",64411
"15624","UTY",7404
"15625","BRMS1L",84312
"15626","METTL1",4234
"15627","MAPRE2",10982
"15628","TBX18",9096
"15629","SNRNP40",9410
"15630","HDAC3",8841
"15631","SNORA50A",677830
"15632","OLA1",29789
"15633","GDE1",51573
"15634","SLC12A5",57468
"15635","MRPL36",64979
"15636","MRPS10",55173
"15637","C8orf48",157773
"15638","IRX6",79190
"15639","FABP6",2172
"15640","FBXL14",144699
"15641","ERICH4",100170765
"15642","DPH3",285381
"15643","UPB1",51733
"15644","WISP2",8839
"15645","MAGEC2",51438
"15646","SLC23A2",9962
"15647","RSBN1L",222194
"15648","CCR8",1237
"15649","HOXC10",3226
"15650","KTN1-AS1",100129075
"15651","ERH",2079
"15652","UTP20",27340
"15653","SPRR2B",6701
"15654","MRPS18C",51023
"15655","CCNK",8812
"15656","ANGPTL4",51129
"15657","RIPK1",8737
"15658","CHST3",9469
"15659","H2AFZ",3015
"15660","WDR44",54521
"15661","ZNF81",347344
"15662","ARPC5",10092
"15663","RASSF8",11228
"15664","IQCF3",401067
"15665","ARHGEF38",54848
"15666","C11orf1",64776
"15667","SPTB",6710
"15668","RRS1",23212
"15669","ATP6V1E1",529
"15670","CFAP161",161502
"15671","SLC35A4",113829
"15672","LYRM7",90624
"15673","FBXW11",23291
"15674","CCDC62",84660
"15675","PAPSS2",9060
"15676","SLC22A6",9356
"15677","CEP104",9731
"15678","OR2D3",120775
"15679","OR51E1",143503
"15680","RPL22L1",200916
"15681","KCNJ11",3767
"15682","DHRS2",10202
"15683","SSBP4",170463
"15684","KBTBD2",25948
"15685","SEC11C",90701
"15686","SVIL",6840
"15687","PIGS",94005
"15688","C2orf72",257407
"15689","FAM72B",653820
"15690","MMP1",4312
"15691","PDK3",5165
"15692","KIF21B",23046
"15693","USF1",7391
"15694","ZNF691",51058
"15695","LRRC14B",389257
"15696","GLOD4",51031
"15697","PSMA6",5687
"15698","HOXA13",3209
"15699","TRAF3",7187
"15700","FN1",2335
"15701","SLC10A1",6554
"15702","PDCD6IP",10015
"15703","WAC",51322
"15704","MILR1",284021
"15705","KCNJ13",3769
"15706","MSC",9242
"15707","WNT2",7472
"15708","EIF1B",10289
"15709","",340357
"15710","CRLF2",64109
"15711","NMRAL1",57407
"15712","RHOB",388
"15713","FXR1",8087
"15714","INAFM1",255783
"15715","CARD14",79092
"15716","LPCAT4",254531
"15717","OR11G2",390439
"15718","ATP1A3",478
"15719","LTBP1",4052
"15720","SH2D2A",9047
"15721","PHKG2",5261
"15722","NUDT1",4521
"15723","RINT1",60561
"15724","WDFY1",57590
"15725","CCT2",10576
"15726","ROBO3",64221
"15727","HAUS4",54930
"15728","ULK4",54986
"15729","LPP",4026
"15730","COL6A2",1292
"15731","SCARF1",8578
"15732","ATXN3",4287
"15733","BCOR",54880
"15734","PPIP5K2",23262
"15735","ADCY10P1",221442
"15736","DNAJA3",9093
"15737","DMTN",2039
"15738","KAT8",84148
"15739","STK36",27148
"15740","LAMA2",3908
"15741","C2CD3",26005
"15742","TMEM91",641649
"15743","CD96",10225
"15744","PFKFB1",5207
"15745","GPR149",344758
"15746","MTTP",4547
"15747","MTMR3",8897
"15748","RAB29",8934
"15749","SLAIN1",122060
"15750","MAP7",9053
"15751","CNR1",1268
"15752","C5orf46",389336
"15753","KCTD8",386617
"15754","C1RL",51279
"15755","AIM2",9447
"15756","C16orf62",57020
"15757","TRA2B",6434
"15758","CYP2B7P",1556
"15759","TTN",7273
"15760","SERPINI1",5274
"15761","PHOSPHO1",162466
"15762","PPFIA2",8499
"15763","FAM153B",202134
"15764","SERINC2",347735
"15765","CXCR2",3579
"15766","GAK",2580
"15767","TTC38",55020
"15768","WNT5B",81029
"15769","B3GNT5",84002
"15770","TTC26",79989
"15771","SP5",389058
"15772","NUDT16P1",152195
"15773","NFIX",4784
"15774","MDM1",56890
"15775","CDC42EP2",10435
"15776","WDR83OS",51398
"15777","WNT2B",7482
"15778","SULF2",55959
"15779","ZNF33B",7582
"15780","FAIM",55179
"15781","ZNF169",169841
"15782","CXorf66",347487
"15783","ERLEC1",27248
"15784","SRRM5",100170229
"15785","JAKMIP2",9832
"15786","IQSEC1",9922
"15787","",283332
"15788","CIZ1",25792
"15789","SLC5A9",200010
"15790","SPIN1",10927
"15791","NT5DC1",221294
"15792","MROH2B",133558
"15793","ASB17",127247
