"","hgnc_symbol","entrezgene"
"11678","COX18",285521
"11679","LRTM2",654429
"11680","TDRKH",11022
"11681","PACSIN3",29763
"11682","ASAH2",56624
"11683","IER5L",389792
"11684","LCN1",3933
"11685","OSGEP",55644
"11686","FAM193A",8603
"11687","MT2A",4502
"11688","NEURL2",140825
"11689","TAF1B",9014
"11690","LPAR2",9170
"11691","ARHGAP35",2909
"11692","PATL2",197135
"11693","VMAC",400673
"11694","RBM44",375316
"11695","THOC3",84321
"11696","C14orf80",283643
"11697","URGCP",55665
"11698","KRTAP9-8",83901
"11699","GNPAT",8443
"11700","TIMP1",7076
"11701","SLC25A20",788
"11702","NAMPT",10135
"11703","PTGIR",5739
"11704","TBC1D22A",25771
"11705","CMPK1",51727
"11706","MAP6D1",79929
"11707","PIGG",54872
"11708","DNMT3L",29947
"11709","TCTE1",202500
"11710","OR9A2",135924
"11711","NKX6-3",157848
"11712","KRTAP12-3",386683
"11713","LZTS3",9762
"11714","GCNT1",2650
"11715","MTHFD1L",25902
"11716","TULP3",7289
"11717","SLC25A41",284427
"11718","CCDC50",152137
"11719","SLC25A14",9016
"11720","ADA",100
"11721","S100PBP",64766
"11722","SMPD3",55512
"11723","",728224
"11724","ECSCR",641700
"11725","SHISA6",388336
"11726","ADAM17",6868
"11727","MAP2K1",5604
"11728","CACNA1I",8911
"11729","ACSF2",80221
"11730","JOSD1",9929
"11731","C1orf185",284546
"11732","HSPBAP1",79663
"11733","DCST1",149095
"11734","PROSER1",80209
"11735","CRY2",1408
"11736","C3orf22",152065
"11737","ACVR2B-AS1",100128640
"11738","TTC16",158248
"11739","ASRGL1",80150
"11740","CCDC116",164592
"11741","FNDC5",252995
"11742","USP27X-AS1",158572
"11743","MAGEA10",4109
"11744","UMODL1",89766
"11745","SHROOM4",57477
"11746","FREM1",158326
"11747","GABARAP",11337
"11748","TPRN",286262
"11749","SBK1",388228
"11750","RBPJL",11317
"11751","PPP1R16B",26051
"11752","SC5D",6309
"11753","ZBTB40",9923
"11754","RGS19",10287
"11755","CD300C",10871
"11756","SERPINB12",89777
"11757","SERPINB5",5268
"11758","FAM155B",27112
"11759","SUCLA2",8803
"11760","ZNF771",51333
"11761","EPB41L3",23136
"11762","FKRP",79147
"11763","CHST13",166012
"11764","UBL3",5412
"11765","NAP1L3",4675
"11766","CAPNS2",84290
"11767","CA9",768
"11768","APOL3",80833
"11769","C2orf73",129852
"11770","THNSL2",55258
"11771","TMEM261",90871
"11772","CASP4",837
"11773","PRR20C",729240
"11774","C9orf43",257169
"11775","PYM1",84305
"11776","LACC1",144811
"11777","SAMD14",201191
"11778","LDHAL6A",160287
"11779","EXOC8",149371
"11780","ZNF784",147808
"11781","OLFM3",118427
"11782","ZNF675",171392
"11783","FKBP10",60681
"11784","UGT2A3",79799
"11785","CD48",962
"11786","SH2D4B",387694
"11787","AUH",549
"11788","RBM15",64783
"11789","REM1",28954
"11790","CCDC81",60494
"11791","SGTA",6449
"11792","C19orf66",55337
"11793","ESRRA",2101
"11794","RNASE6",6039
"11795","CRYGB",1419
"11796","GLRA2",2742
"11797","SLC15A4",121260
"11798","CABP5",56344
"11799","KRTAP21-1",337977
"11800","TANC2",26115
"11801","LHCGR",3973
"11802","ZNF580",51157
"11803","KCNS1",3787
"11804","KLHL41",10324
"11805","FAM188B",84182
"11806","POLL",27343
"11807","ADAM30",11085
"11808","EGLN1",54583
"11809","LRRC74B",400891
"11810","LINC00052",145978
"11811","SLC9A8",23315
"11812","KPNA7",402569
"11813","SYNC",81493
"11814","FAM90A17P",441317
"11815","FRAT1",10023
"11816","U2AF2",11338
"11817","DTNA",1837
"11818","RAB11FIP3",9727
"11819","CSGALNACT2",55454
"11820","CAP2",10486
"11821","TRIP11",9321
"11822","HMG20B",10362
"11823","CLEC14A",161198
"11824","RNF34",80196
"11825","UBB",7314
"11826","USP38",84640
"11827","ELMOD2",255520
"11828","NDP",4693
"11829","KIF22",3835
"11830","FCGR2A",2212
"11831","FCGR2A",9103
"11832","LGI4",163175
"11833","EFCAB7",84455
"11834","TPRKB",51002
"11835","HSPB8",26353
"11836","IQGAP2",10788
"11837","TWIST1",7291
"11838","",653653
"11839","A2M-AS1",144571
"11840","PGLYRP4",57115
"11841","ADAM21",8747
"11842","SLC6A11",6538
"11843","PODNL1",79883
"11844","DNAJC24",120526
"11845","GPR142",350383
"11846","FBP1",2203
"11847","RNF216",54476
"11848","DLK2",65989
"11849","MIER2",54531
"11850","TARBP2",6895
"11851","LRRK1",79705
"11852","PHOX2A",401
"11853","OR5D14",219436
"11854","CYB561D2",11068
"11855","SLC17A4",10050
"11856","PEF1",553115
"11857","UGT3A1",133688
"11858","HERC5",51191
"11859","RBM42",79171
"11860","MTMR8",55613
"11861","SSTR5-AS1",146336
"11862","CHID1",66005
"11863","TIMM23",100287932
"11864","ADGRB2",576
"11865","EPHA7",2045
"11866","STRADA",92335
"11867","NIPAL4",348938
"11868","ATXN7L3B",552889
"11869","CCR2",729230
"11870","S100A1",6271
"11871","MON1B",22879
"11872","PTAR1",375743
"11873","C14orf169",79697
"11874","LEO1",123169
"11875","FSD1L",83856
"11876","BCYRN1",618
"11877","COCH",1690
"11878","ARRDC1-AS1",85026
"11879","NANP",140838
"11880","SLC22A15",55356
"11881","NDST2",8509
"11882","NLRP5",126206
"11883","TKTL1",8277
"11884","URI1",8725
"11885","MRPL11",65003
"11886","OR5H15",403274
"11887","PGGHG",80162
"11888","MCM9",254394
"11889","KIF26A",26153
"11890","TPR",7175
"11891","OR5H6",79295
"11892","ZFP64",55734
"11893","TTK",7272
"11894","KIF16B",55614
"11895","LRRFIP1",9208
"11896","UGT2B28",54490
"11897","PPME1",51400
"11898","ST14",6768
"11899","RANBP1",5902
"11900","PDIA4",9601
"11901","CYP19A1",1588
"11902","SLC17A5",26503
"11903","RAF1",5894
"11904","AGTRAP",57085
"11905","KRT83",3889
"11906","FRMD5",84978
"11907","ABHD14A",25864
"11908","CLEC19A",728276
"11909","ART1",417
"11910","SIPA1L1",26037
"11911","PVR",5817
"11912","ZNF561",93134
"11913","PAGE2",203569
"11914","PAGE2",389860
"11915","ADRM1",11047
"11916","WDR77",79084
"11917","FAM124A",220108
"11918","DMAP1",55929
"11919","GRK4",2868
"11920","TIMP2",7077
"11921","IFT88",8100
"11922","ZNF91",7644
"11923","REEP4",80346
"11924","RPF2",84154
"11925","TEX28",1527
"11926","RBMY1A1",5940
"11927","SRR",63826
"11928","GLUD2",2747
"11929","RBMXL1",494115
"11930","LPIN3",64900
"11931","RNASE2",6036
"11932","CDH6",1004
"11933","TXNDC17",84817
"11934","MS4A1",931
"11935","ALS2",57679
"11936","CRIPT",9419
"11937","CCAR2",57805
"11938","GZMM",3004
"11939","ACCS",84680
"11940","CT83",203413
"11941","RNF144A",9781
"11942","MGST2",4258
"11943","ZBTB3",79842
"11944","ZNF732",654254
"11945","USP49",25862
"11946","AQP8",343
"11947","HECTD1",25831
"11948","RFC1",5981
"11949","SLC9A3R1",9368
"11950","TNKS1BP1",85456
"11951","CYB5D1",124637
"11952","CLPSL2",389383
"11953","ALDOC",230
"11954","KIR2DS1",3802
"11955","PTCD2",79810
"11956","CIB4",130106
"11957","PMPCA",23203
"11958","FSTL1",11167
"11959","PKP3",11187
"11960","DCLRE1A",9937
"11961","CAPSL",133690
"11962","MRPS9",64965
"11963","PIP",5304
"11964","PROKR2",128674
"11965","PIP5K1C",23396
"11966","REC8",9985
"11967","CD274",29126
"11968","OR4D10",390197
"11969","NR2C1",7181
"11970","TBC1D7",51256
"11971","GBP4",115361
"11972","GPR15",2838
"11973","OMG",4974
"11974","TRAP1",10131
"11975","STIL",6491
"11976","CHRNA10",57053
"11977","PPAT",5471
"11978","CRABP2",1382
"11979","TMEM222",84065
"11980","HEATR4",399671
"11981","PDZD2",23037
"11982","OSMR",9180
"11983","CBR3",874
"11984","CST4",1472
"11985","ZBTB10",65986
"11986","ARHGAP10",79658
"11987","NMS",129521
"11988","BRE",9577
"11989","HIBADH",11112
"11990","MUSTN1",389125
"11991","LCOR",26148
"11992","LCOR",84458
"11993","CFLAR",8837
"11994","TNFRSF1B",7133
"11995","PRKAA2",5563
"11996","DRD2",1813
"11997","UNCX",340260
"11998","SEC22C",9117
"11999","MLST8",64223
"12000","VPS37B",79720
"12001","PPIL4",85313
"12002","AMTN",401138
"12003","TMCC1",23023
"12004","DPYSL3",1809
"12005","CCNL1",57018
"12006","PM20D2",135293
"12007","IFT46",56912
"12008","HOOK3",84376
"12009","PMS2",5395
"12010","RGMA",56963
"12011","CDRT4",284040
"12012","HINT2",84681
"12013","PRTG",283659
"12014","GSR",2936
"12015","ASB13",79754
"12016","FOXP1",27086
"12017","SERPINA7",6906
"12018","PDLIM3",27295
"12019","ARHGAP29",9411
"12020","TSNARE1",203062
"12021","DUSP13",51207
"12022","CRYGC",1420
"12023","DRC3",83450
"12024","ZNF16",7564
"12025","H1FOO",132243
"12026","C4orf46",201725
"12027","GBGT1",26301
"12028","SHC1",6464
"12029","ZNF337",26152
"12030","GTF3C6",112495
"12031","SSRP1",6749
"12032","LCN12",286256
"12033","",730668
"12034","MIIP",60672
"12035","TDRD9",122402
"12036","PSMD3",5709
"12037","MAGEC1",9947
"12038","SUSD2",56241
"12039","LGALS1",3956
"12040","FAM47B",170062
"12041","KDM2A",22992
"12042","FAM160A1",729830
"12043","LPCAT3",10162
"12044","SDHD",6392
"12045","BLCAP",10904
"12046","LIN7A",8825
"12047","TYMP",1890
"12048","RAB35",11021
"12049","TFE3",7030
"12050","GABARAPL1",23710
"12051","ARL11",115761
"12052","WFDC12",128488
"12053","CHI3L1",1116
"12054","CLUH",23277
"12055","CTSD",1509
"12056","EPHB6",2051
"12057","SMCO4",56935
"12058","FAM126A",84668
"12059","PLPP1",8611
"12060","GPALPP1",55425
"12061","ZP3",7784
"12062","C1QTNF8",390664
"12063","FERD3L",222894
"12064","NOP9",161424
"12065","LOXL3",84695
"12066","FAM177A1",283635
"12067","SLC33A1",9197
"12068","DLEC1",9940
"12069","IKBKB",3551
"12070","SIX5",147912
"12071","MAML3",55534
"12072","DND1",373863
"12073","ZNF184",7738
"12074","",441666
"12075","SLC17A6",57084
"12076","DCLK3",85443
"12077","CRTAP",10491
"12078","H2AFB1",474382
"12079","ZFAND3",60685
"12080","FGFR1OP2",26127
"12081","MCAT",27349
"12082","CAMK1",8536
"12083","SIX2",10736
"12084","TMEM163",81615
"12085","ZNF548",147694
"12086","TCF15",6939
"12087","CCNA1",8900
"12088","THRA",7067
"12089","SMPD1",6609
"12090","NEAT1",283131
"12091","GIT2",9815
"12092","UBC",7316
"12093","SLITRK1",114798
"12094","ZNF713",349075
"12095","C2orf74",339804
"12096","ZMAT2",153527
"12097","SFXN3",81855
"12098","SYCP2",10388
"12099","UROC1",131669
"12100","CDKL2",8999
"12101","IPP",3652
"12102","VPS51",738
"12103","SYDE2",84144
"12104","IFNK",56832
"12105","MAGEH1",28986
"12106","SLC6A19",340024
"12107","PI15",51050
"12108","SRPK3",26576
"12109","TRIML1",339976
"12110","ALAD",210
"12111","LRRC20",55222
"12112","MAN1A2",10905
"12113","TXLNG",55787
"12114","ADAMTS15",170689
"12115","ATP5C1",509
"12116","HIST1H2BC",8347
"12117","SLC1A1",6505
"12118","QRFPR",84109
"12119","SGCZ",137868
"12120","NOSIP",51070
"12121","ANXA8",653145
"12122","HIST1H2AC",8334
"12123","ARHGAP30",257106
"12124","STAT2",6773
"12125","C1orf122",127687
"12126","DUOX2",50506
"12127","INHBC",3626
"12128","NT5C1A",84618
"12129","LAPTM4B",55353
"12130","TEX13B",56156
"12131","BCAS1",8537
"12132","GLRX3",10539
"12133","OSM",5008
"12134","DCLK2",166614
"12135","MPDZ",8777
"12136","CD72",971
"12137","RD3",343035
"12138","TMEM53",79639
"12139","MVD",4597
"12140","ZNF250",58500
"12141","RNF111",54778
"12142","CCL7",6354
"12143","AMZ1",155185
"12144","OR2T10",127069
"12145","PHLDB1",23187
"12146","ZNF148",7707
"12147","SCP2",6342
"12148","CDC5L",988
"12149","PVALB",5816
"12150","CPQ",10404
"12151","KHDRBS2",202559
"12152","ARHGAP15",55843
"12153","CAP1",10487
"12154","ADH4",127
"12155","",100133036
"12156","ELMO1",9844
"12157","CFHR3",10878
"12158","BST2",684
"12159","CDC14B",8555
"12160","MTIF3",219402
"12161","FAM13A",10144
"12162","ZFC3H1",196441
"12163","RNF212",285498
"12164","GTSF1L",149699
"12165","FUT9",10690
"12166","CANT1",124583
"12167","SIAH1",6477
"12168","GAS2L2",246176
"12169","PCYT1A",5130
"12170","ABCA17P",650655
"12171","GDPD1",284161
"12172","TMEM27",57393
"12173","FAM20A",54757
"12174","ARHGAP1",392
"12175","RARS2",57038
"12176","ZNF605",100289635
"12177","BLM",641
"12178","NDFIP2",54602
"12179","LRRC14",9684
"12180","ZC3H11A",9877
"12181","LACRT",90070
"12182","DBX2",440097
"12183","C5orf15",56951
"12184","CGB2",114336
"12185","TMEM35A",59353
"12186","TRIM62",55223
"12187","DDX25",29118
"12188","AIDA",64853
"12189","DEFB118",117285
"12190","IDH3G",3421
"12191","TACSTD2",4070
"12192","LGI2",55203
"12193","C8orf74",203076
"12194","C1QTNF9B",387911
"12195","THUMPD3",25917
"12196","",9782
"12197","ENTPD6",955
"12198","LINC01102",150568
"12199","TLR7",51284
"12200","SHROOM3",57619
"12201","INHBA",3624
"12202","TACC3",10460
"12203","OR10G7",390265
"12204","CGB5",93659
"12205","SLC30A1",7779
"12206","ETFRF1",144363
"12207","TEX9",374618
"12208","LHFPL1",340596
"12209","DTX3L",151636
"12210","ZNF192P1",651302
"12211","SCP2D1",140856
"12212","AKAP10",11216
"12213","HIST1H1C",3006
"12214","G6PC2",57818
"12215","TESMIN",9633
"12216","NOD2",64127
"12217","C11orf88",399949
"12218","SP3",6670
"12219","NPFFR2",10886
"12220","DGKH",160851
"12221","ATRX",546
"12222","GNL3",26354
"12223","SCGB2A2",4250
"12224","CXADR",1525
"12225","ACP7",390928
"12226","ZNF3",7551
"12227","GRHL1",29841
"12228","EFCAB6",64800
"12229","COL5A2",1290
"12230","HIPK3",10114
"12231","UBXN4",23190
"12232","FAM3C",10447
"12233","THAP5",168451
"12234","ELP5",23587
"12235","ANKRD23",200539
"12236","FNDC8",54752
"12237","DNPEP",23549
"12238","FAM222A",84915
"12239","NOX4",50507
"12240","PDCD2L",84306
"12241","NRGN",4900
"12242","ALKBH6",84964
"12243","CDC42",998
"12244","SLC22A18AS",5003
"12245","ST6GAL2",84620
"12246","MMP16",4325
"12247","KBTBD12",166348
"12248","SLC47A2",146802
"12249","KLHL14",57565
"12250","GPCPD1",56261
"12251","GPR75",10936
"12252","OR2T27",403239
"12253","HBQ1",3049
"12254","RASGEF1A",221002
"12255","KCNRG",283518
"12256","RNF4",6047
"12257","DNAJC7",7266
"12258","PPIAL4G",644591
"12259","WDR20",91833
"12260","MTBP",27085
"12261","FXYD7",53822
"12262","TBL1X",6907
"12263","COA1",55744
"12264","ATF1",466
"12265","PDE4DIP",9659
"12266","ITFG2",55846
"12267","XPNPEP1",7511
"12268","SFI1",9814
"12269","NEFL",4747
"12270","PLEKHA8",84725
"12271","ZFP28",140612
"12272","UBE2A",7319
"12273","AEBP1",165
"12274","BRIX1",55299
"12275","OR2L1P",26247
"12276","PPIL3",53938
"12277","P2RX4",5025
"12278","APOB",338
"12279","DGCR8",54487
"12280","CDC42SE1",56882
"12281","SLC39A5",283375
"12282","GNB5",10681
"12283","KCNMA1",3778
"12284","VSTM2A",222008
"12285","APAF1",317
"12286","CPLX1",10815
"12287","MRPS27",23107
"12288","PRICKLE3",4007
"12289","RUVBL1",8607
"12290","PLEKHM1",9842
"12291","PDE8A",5151
"12292","HSD17B6",8630
"12293","CLLU1OS",574016
"12294","CAMP",820
"12295","MARVELD1",83742
"12296","TMC1",117531
"12297","BAIAP2",10458
"12298","IARS",3376
"12299","LMNTD1",160492
"12300","TMEM94",9772
"12301","HOXC13",3229
"12302","C10orf53",282966
"12303","TBATA",219793
"12304","SEC63",11231
"12305","ARCN1",372
"12306","NDUFS5",4725
"12307","SLC6A9",6536
"12308","RHEBL1",121268
"12309","PRDM14",63978
"12310","C2CD5",9847
"12311","CPNE8",144402
"12312","ADAL",161823
"12313","NEMP1",23306
"12314","CRCP",27297
"12315","MYOZ3",91977
"12316","HRAS",3265
"12317","C1orf94",84970
"12318","MUT",4594
"12319","BLMH",642
"12320","C1GALT1",56913
"12321","PTRH1",138428
"12322","PPP2R1B",5519
"12323","B4GALT5",9334
"12324","NXPE1",120400
"12325","CMC2",56942
"12326","OR51S1",119692
"12327","ZSCAN25",221785
"12328","TMEM62",80021
"12329","FGF22",27006
"12330","MSH4",4438
"12331","PITPNB",23760
"12332","TRPC6",7225
"12333","DESI1",27351
"12334","KDELR1",10945
"12335","AKAP13",11214
"12336","SERPINA10",51156
"12337","RANGAP1",5905
"12338","NGFR",4804
"12339","NKX2-2",4821
"12340","FAM57A",79850
"12341","OR4C15",81309
"12342","OR6A2",8590
"12343","C5orf51",285636
"12344","SEMA4G",57715
"12345","CCDC184",387856
"12346","ZNF101",94039
"12347","TMOD4",29765
"12348","FAM134A",79137
"12349","ARMC8",25852
"12350","CCDC58",131076
"12351","LINC00304",283860
"12352","ADAM32",203102
"12353","ST20",400410
"12354","RLN3",117579
"12355","ERCC2",2068
"12356","OR51G1",79324
"12357","KRTAP10-6",386674
"12358","OR52M1",119772
"12359","ICE1",23379
"12360","OR4M1",441670
"12361","TXN",7295
"12362","MLYCD",23417
"12363","NBEAL2",23218
"12364","ZFP42",132625
"12365","TAZ",6901
"12366","CCDC87",55231
"12367","TMEM161A",54929
"12368","TRAF5",7188
"12369","C17orf58",284018
"12370","ULBP2",80328
"12371","RNF41",10193
"12372","LIN52",91750
"12373","TUBG1",7283
"12374","NCALD",83988
"12375","STAT5B",6777
"12376","GOLGA8A",23015
"12377","PDCD2",5134
"12378","PITPNA",5306
"12379","FAM173B",134145
"12380","DENND4A",10260
"12381","EIF4A3",9775
"12382","ASXL2",55252
"12383","CD5L",922
"12384","RBMX2",51634
"12385","ADCYAP1",116
"12386","ORMDL3",94103
"12387","CYTH3",9265
"12388","P4HB",5034
"12389","LY6E",4061
"12390","PARPBP",55010
"12391","TSSK4",283629
"12392","DDX53",168400
"12393","FGFBP2",83888
"12394","OR4C16",219428
"12395","USP16",10600
"12396","TM7SF2",7108
"12397","LIMS3",3987
"12398","LIMS3",96626
"12399","SMYD4",114826
"12400","PACRG",135138
"12401","BET1L",51272
"12402","RUBCNL",80183
"12403","TNPO2",30000
"12404","MOB1A",55233
"12405","ST3GAL3",6487
"12406","ZYG11A",440590
"12407","HNRNPC",3183
"12408","INGX",27160
"12409","SLC22A12",116085
"12410","SNORD86",692201
"12411","KRTAP10-5",386680
"12412","KRTAP10-4",386672
"12413","LMO3",55885
"12414","CHD8",57680
"12415","PLSCR1",5359
"12416","GDAP1L1",78997
"12417","ASH1L",55870
"12418","TBC1D15",64786
"12419","ZG16",653808
"12420","TRIML2",205860
"12421","CDC25B",994
"12422","AGPAT5",55326
"12423","SDHB",6390
"12424","FAM90A1",55138
"12425","AP4S1",11154
"12426","KLF2",10365
"12427","RCN1",5954
"12428","UBTF",7343
"12429","PIK3CA",5290
"12430","TEX19",400629
"12431","FAM131A",131408
"12432","CETN3",1070
"12433","CELF6",60677
"12434","PPM1B",5495
"12435","MRPL42",28977
"12436","UGT1A1",54658
"12437","CRADD",8738
"12438","PPIAL4C",653598
"12439","PITPNC1",26207
"12440","PQLC2",54896
"12441","ESR1",2099
"12442","RALY",22913
"12443","XPC",7508
"12444","TMCO4",255104
"12445","DTWD1",56986
"12446","TSACC",128229
"12447","OR51F2",119694
"12448","PLEK",5341
"12449","KRT2",3849
"12450","DNAJC28",54943
"12451","CHD6",84181
"12452","ECEL1",9427
"12453","DYNLRB2",83657
"12454","NLRP9",338321
"12455","INPPL1",3636
"12456","RGS6",9628
"12457","AMPH",273
"12458","SCGB1D4",404552
"12459","LINC00324",284029
"12460","KCTD5",54442
"12461","CORO6",84940
"12462","AP3M2",10947
"12463","HNRNPM",4670
"12464","MTRR",4552
"12465","HSF5",124535
"12466","GHRLOS",100126793
"12467","CHMP1A",5119
"12468","IRAK3",11213
"12469","F3",2152
"12470","CEP152",22995
"12471","SEMA6B",10501
"12472","OR14I1",401994
"12473","CRIPAK",285464
"12474","KLHL29",114818
"12475","CCDC159",126075
"12476","KBTBD3",143879
"12477","COX6C",1345
"12478","TTTY8",84673
"12479","PHPT1",29085
"12480","INSL5",10022
"12481","RWDD2A",112611
"12482","THEM4",117145
"12483","TRMT6",51605
"12484","ZNF44",51710
"12485","NXT2",55916
"12486","SPPL2B",56928
"12487","MMP28",79148
"12488","CHD9",80205
"12489","TRIB1",10221
"12490","CCND3",896
"12491","TRIM3",10612
"12492","MBOAT1",154141
"12493","ZBTB38",253461
"12494","DPEP2",64174
"12495","HIST1H3E",8353
"12496","FOLH1",2346
"12497","FOLH1",219595
"12498","ARNT",405
"12499","HSPA6",3310
"12500","HOXB1",3211
"12501","CCNB1",891
"12502","KCNC4",3749
"12503","HAND2",9464
"12504","PTH2",113091
"12505","MRPS36",92259
"12506","ZNF479",90827
"12507","NCMAP",400746
"12508","UMPS",7372
"12509","ITGB8",3696
"12510","DMRTA1",63951
"12511","SLC39A8",64116
"12512","SHMT1",6470
"12513","ZNF547",284306
"12514","ZNF645",158506
"12515","NACC1",112939
"12516","P2RY11",5032
"12517","KREMEN2",79412
"12518","TET2",54790
"12519","MTUS2",23281
"12520","DMXL2",23312
"12521","GPR61",83873
"12522","FAM76B",143684
"12523","CA3",761
"12524","LRRC1",55227
"12525","PYHIN1",149628
"12526","KCNK16",83795
"12527","TMSB10",9168
"12528","FAM78B",149297
"12529","SGPL1",8879
"12530","NUDT14",256281
"12531","RBM27",54439
"12532","SCAP",22937
"12533","FCGR3A",2214
"12534","ACER1",125981
"12535","IDI1",3422
"12536","FZD4",8322
"12537","TMPRSS5",80975
"12538","DEFB135",613209
"12539","PART1",25859
"12540","DEFB134",613211
"12541","PSME1",5720
"12542","NUP205",23165
"12543","C11orf71",54494
"12544","TCEAL5",340543
"12545","CHMP4A",29082
"12546","USP33",23032
"12547","ALDH3A2",224
"12548","TOX3",27324
"12549","TSC22D1",8848
"12550","PSD4",23550
"12551","KIAA1468",57614
"12552","BAIAP2L2",80115
"12553","FAM81A",145773
"12554","ZC3H3",23144
"12555","OSBPL11",114885
"12556","ONECUT1",3175
"12557","CCS",9973
"12558","FSCN3",29999
"12559","NNAT",4826
"12560","LSS",4047
"12561","OR8H2",390151
"12562","KRT37",8688
"12563","SLC2A7",155184
"12564","UGGT2",55757
"12565","ZNF595",152687
"12566","TMEM240",339453
"12567","CNGA3",1261
"12568","GLI3",2737
"12569","B4GALT7",11285
"12570","OR5M11",219487
"12571","MEAF6",64769
"12572","KRTAP10-10",353333
"12573","PNPLA1",285848
"12574","GPR6",2830
"12575","HCRT",3060
"12576","CDHR2",54825
"12577","MPHOSPH6",10200
"12578","PTPRN",5798
"12579","DZIP1L",199221
"12580","PDYN",5173
"12581","MCMDC2",157777
"12582","CLEC4E",26253
"12583","CRELD2",79174
"12584","CNGA4",1262
"12585","",152098
"12586","NDUFAF5",79133
"12587","ANXA5",308
"12588","PELI3",246330
"12589","MATN1",4146
"12590","KRTAP4-5",85289
"12591","SERHL",94009
"12592","MGA",23269
"12593","APLN",8862
"12594","CDK18",5129
"12595","OLIG3",167826
"12596","PRDM9",56979
"12597","FOXL2NB",401089
"12598","PNMAL1",55228
"12599","GNAS",2778
"12600","OR13D1",286365
"12601","GIMAP8",155038
"12602","PIH1D3",139212
"12603","NDUFV3",4731
"12604","C16orf87",388272
"12605","SNHG23",79104
"12606","FAM189B",10712
"12607","PHF3",23469
"12608","SNRPC",6631
"12609","SLC7A8",23428
"12610","SLC2A11",66035
"12611","BIRC5",332
"12612","CCKAR",886
"12613","CENPQ",55166
"12614","AQP6",363
"12615","UTF1",8433
"12616","GYG1",2992
"12617","FGFR3",2261
"12618","BCL2L11",10018
"12619","MAGEF1",64110
"12620","PTGS2",5743
"12621","WDR54",84058
"12622","HERC3",8916
"12623","DEFA6",1671
"12624","CCNL2",81669
"12625","PSMC6",5706
"12626","XKR4",114786
"12627","HTR3B",9177
"12628","SENP1",29843
"12629","RAB3GAP1",22930
"12630","OR10A4",283297
"12631","POU2F1",5451
"12632","RFPL2",10739
"12633","HOXA10",3206
"12634","FANCM",57697
"12635","KLRF1",51348
"12636","SAYSD1",55776
"12637","SYNM",23336
"12638","ERI3",79033
"12639","C1D",10438
"12640","IL11RA",3590
"12641","TP53RK",112858
"12642","TCAIM",285343
"12643","B3GNT7",93010
"12644","CDS1",1040
"12645","PARP15",165631
"12646","DMC1",11144
"12647","TBC1D3C",414060
"12648","ITSN1",6453
"12649","RAPGEF4-AS1",91149
"12650","IRF2BP1",26145
"12651","WFDC8",90199
"12652","XRCC6",2547
"12653","PLSCR5",389158
"12654","REM2",161253
"12655","ST8SIA2",8128
"12656","SNORD91B",692208
"12657","ZFPL1",7542
"12658","GRSF1",2926
"12659","TIAM2",26230
"12660","GTPBP2",54676
"12661","ENDOG",2021
"12662","FBXW7",55294
"12663","FAM102B",284611
"12664","APCDD1L",164284
"12665","KPNA4",3840
"12666","SCAMP2",10066
"12667","CBWD3",445571
"12668","CBWD3",644019
"12669","C11orf86",254439
"12670","MLANA",2315
"12671","FGF3",2248
"12672","OR11H12",440153
"12673","WDR43",23160
"12674","CAPN10",11132
"12675","SPINK14",408187
"12676","NXNL1",115861
"12677","KLHL25",64410
"12678","TC2N",123036
"12679","HIST1H4A",8359
"12680","TAS2R4",50832
"12681","SPINK5",11005
"12682","DMBT1P1",375940
"12683","HIST1H3B",8358
"12684","FBXO42",54455
"12685","SLFNL1",200172
"12686","RGSL1",353299
"12687","EOMES",8320
"12688","PNCK",139728
"12689","DCT",1638
"12690","ADARB1",104
"12691","VWA8",23078
"12692","MYL6",4637
"12693","POLR2J3",548644
"12694","WEE2",494551
"12695","P2RY13",53829
"12696","MYO3A",53904
"12697","GADD45G",10912
"12698","OR56A3",390083
"12699","FAM209B",388799
"12700","RCN2",5955
"12701","BRCA1",672
"12702","DDX56",54606
"12703","ENPP1",5167
"12704","OR56A4",120793
"12705","SIMC1",375484
"12706","OTOA",146183
"12707","WEE2-AS1",285962
"12708","ACKR2",1238
"12709","TEPSIN",146705
"12710","SPRED1",161742
"12711","FBLN7",129804
"12712","GDF9",2661
"12713","INSM2",84684
"12714","HS1BP3",64342
"12715","TRIM58",25893
"12716","SNX8",29886
"12717","PCGF2",7703
"12718","CACNA1A",773
"12719","CKAP5",9793
"12720","E4F1",1877
"12721","MEF2B",100271849
"12722","ACBD4",79777
"12723","JAG2",3714
"12724","SH3PXD2A",9644
"12725","EPDR1",54749
"12726","C17orf105",284067
"12727","MS4A3",932
"12728","RAET1E",135250
"12729","BCKDK",10295
"12730","LRRC55",219527
"12731","TPPP",11076
"12732","IDO1",3620
"12733","SESTD1",91404
"12734","SPINK9",643394
"12735","TAS2R30",259293
"12736","LRRC7",57554
"12737","CLIP3",25999
"12738","",727924
"12739","PDE7B",27115
"12740","PRICKLE4",29964
"12741","LXN",56925
"12742","PATE4",399968
"12743","HIVEP1",3096
"12744","RIF1",55183
"12745","OR8D1",283159
"12746","OR8D2",283160
"12747","RPL36A",6173
"12748","DLD",1738
"12749","LTB4R2",56413
"12750","SERPINB8",5271
"12751","APOBEC2",10930
"12752","CHPF",79586
"12753","GMPS",8833
"12754","RERE",473
"12755","SOCS7",30837
"12756","VPS13C",54832
"12757","OR52N2",390077
"12758","NOTUM",147111
